Computed Missing Max Age,Race / Ethnicity,Date Of Last Contact,State Of Last Contact,Gender
23.0,Hispanic / Latino,8/31/07,TX,Male
53.0,White / Caucasian,3/5/15,OK,Male
46.0,White / Caucasian,12/26/12,VA,Male
55.0,Other,12/1/13,TX,Male
31.0,White / Caucasian,10/18/91,CA,Male
34.0,White / Caucasian,11/6/13,NJ,Male
15.0,White / Caucasian,9/14/14,AR,Female
40.0,Black / African American,1/1/09,MI,Female
47.0,White / Caucasian,1/15/10,TX,Male
44.0,White / Caucasian,6/13/04,NY,Female
50.0,White / Caucasian,4/19/15,NY,Male
25.0,Black / African American,1/20/18,MI,Male
46.0,White / Caucasian,2/8/96,CO,Female
38.0,White / Caucasian,11/25/95,WA,Male
27.0,White / Caucasian,7/3/83,OR,Female
26.0,White / Caucasian,6/16/78,WA,Female
39.0,White / Caucasian,9/1/86,FL,Male
39.0,Hispanic / Latino,5/7/09,CA,Female
61.0,Black / African American,12/10/07,NC,Male
28.0,White / Caucasian,5/31/82,MN,Male
47.0,Native American / Alaskan Native,6/23/88,MN,Male
43.0,White / Caucasian,8/30/11,FL,Female
24.0,Black / African American,7/15/07,OH,Male
1.0,Black / African American;Hispanic / Latino,11/30/02,TX,Male
33.0,White / Caucasian,10/1/11,NY,Female
23.0,White / Caucasian,5/31/80,CO,Male
27.0,White / Caucasian;Hispanic / Latino,5/2/10,CO,Male
40.0,White / Caucasian,9/12/82,NJ,Female
40.0,Hispanic / Latino,5/31/11,AZ,Male
33.0,White / Caucasian,3/31/17,PA,Male
67.0,White / Caucasian,10/3/11,HI,Male
59.0,White / Caucasian,9/1/96,NY,Male
24.0,White / Caucasian,8/20/73,OR,Female
31.0,White / Caucasian;Hispanic / Latino,7/21/16,TX,Male
60.0,White / Caucasian,5/25/12,HI,Male
42.0,White / Caucasian,6/19/07,CA,Male
58.0,White / Caucasian,10/1/15,OK,Male
31.0,White / Caucasian,10/15/16,WI,Female
72.0,White / Caucasian,12/31/16,OR,Female
58.0,White / Caucasian,7/7/16,CO,Male
22.0,White / Caucasian,8/28/16,NC,Male
20.0,Hispanic / Latino,3/10/12,TX,Male
35.0,White / Caucasian,1/28/16,KY,Male
25.0,White / Caucasian,12/1/15,FL,Male
57.0,White / Caucasian,6/10/14,CO,Male
46.0,White / Caucasian,7/11/12,AZ,Male
48.0,White / Caucasian,7/15/14,IL,Male
27.0,Black / African American,4/12/79,IA,Female
6.0,Other,7/23/12,MI,Male
30.0,White / Caucasian;Hispanic / Latino,2/18/17,NM,Male
17.0,Black / African American,7/17/70,TX,Female
41.0,White / Caucasian,4/9/15,NC,Male
41.0,White / Caucasian,8/27/00,FL,Male
34.0,White / Caucasian,10/1/86,OK,Female
30.0,White / Caucasian,6/27/81,CO,Male
77.0,White / Caucasian,10/8/79,CA,Female
16.0,Black / African American,2/6/14,NV,Male
24.0,Black / African American,1/15/14,FL,Male
21.0,White / Caucasian,4/6/87,NH,Male
19.0,White / Caucasian,5/10/06,NE,Female
26.0,White / Caucasian,2/14/12,NY,Male
2.0,Black / African American,6/1/99,NJ,Male
55.0,White / Caucasian,12/26/84,MO,Male
19.0,White / Caucasian,6/22/99,CO,Male
3.0,Hispanic / Latino,6/30/10,CA,Male
16.0,Asian,9/29/15,HI,Male
37.0,White / Caucasian,8/31/10,IL,Male
22.0,White / Caucasian,6/29/87,IL,Female
22.0,White / Caucasian,4/20/94,CA,Male
38.0,White / Caucasian,11/23/02,MN,Male
30.0,White / Caucasian,6/9/86,WI,Male
26.0,White / Caucasian,3/8/90,OK,Female
24.0,White / Caucasian,1/26/83,TN,Male
21.0,Black / African American,2/9/95,NY,Female
26.0,Black / African American,9/1/97,NY,Female
28.0,White / Caucasian,2/23/99,CA,Male
22.0,White / Caucasian,12/6/08,AR,Male
1.0,Hispanic / Latino,10/5/99,CT,Female
19.0,White / Caucasian,9/11/98,AR,Female
38.0,White / Caucasian,1/1/94,FL,Male
37.0,White / Caucasian;Hispanic / Latino,7/2/16,NV,Male
20.0,Asian,7/1/78,CA,Male
87.0,Black / African American,1/31/17,CA,Male
35.0,White / Caucasian,2/24/86,AK,Male
16.0,Other,7/4/16,WI,Female
63.0,White / Caucasian,10/23/98,TN,Female
33.0,Other,1/26/17,CO,Male
50.0,Hispanic / Latino,1/7/08,CA,Male
62.0,Black / African American,12/24/15,FL,Female
20.0,White / Caucasian,3/2/91,CA,Male
51.0,White / Caucasian,3/19/13,CO,Male
34.0,White / Caucasian,4/23/91,WA,Female
32.0,White / Caucasian,1/1/75,CA,Female
24.0,Hispanic / Latino,6/24/07,AZ,Female
53.0,White / Caucasian,2/15/01,MO,Male
42.0,White / Caucasian,12/1/04,AR,Male
29.0,White / Caucasian,5/8/94,FL,Female
61.0,Black / African American,4/9/12,OH,Male
34.0,White / Caucasian;Hispanic / Latino,12/16/17,CO,Male
26.0,White / Caucasian,4/1/81,OH,Female
46.0,White / Caucasian,11/1/16,AL,Female
49.0,White / Caucasian,7/21/82,FL,Male
39.0,White / Caucasian,2/14/17,NY,Male
24.0,White / Caucasian,8/15/98,WA,Male
64.0,White / Caucasian,12/27/91,TX,Male
25.0,White / Caucasian,5/4/06,PA,Male
96.0,White / Caucasian,8/28/11,VT,Female
43.0,White / Caucasian,1/1/86,MO,Male
57.0,White / Caucasian,1/24/91,FL,Female
39.0,White / Caucasian,5/27/01,OH,Female
36.0,White / Caucasian,6/3/06,MO,Female
50.0,Black / African American,1/1/04,MI,Female
44.0,Hispanic / Latino,5/20/04,AZ,Male
17.0,Black / African American,12/8/17,FL,Male
56.0,Asian,2/8/18,IL,Male
40.0,White / Caucasian,7/31/17,OR,Male
32.0,White / Caucasian,12/15/16,PA,Female
42.0,Black / African American,6/14/13,MI,Female
39.0,Hispanic / Latino,10/25/10,AZ,Male
23.0,White / Caucasian,5/23/13,KY,Male
15.0,Black / African American,3/18/90,GA,Female
31.0,Hispanic / Latino,5/28/10,AZ,Male
29.0,White / Caucasian,8/4/94,WA,Male
17.0,Hispanic / Latino,12/17/10,CA,Male
25.0,White / Caucasian,6/15/91,MI,Male
19.0,Black / African American,8/25/93,CA,Male
27.0,Hispanic / Latino,7/25/08,AZ,Male
26.0,Hispanic / Latino,12/5/07,TX,Male
24.0,Hispanic / Latino,6/9/12,AZ,Male
36.0,White / Caucasian,1/1/82,WA,Female
29.0,White / Caucasian,12/30/93,MI,Female
29.0,White / Caucasian,12/1/97,TX,Female
24.0,Black / African American,10/9/10,DC,Female
15.0,White / Caucasian,1/1/79,CA,Female
34.0,White / Caucasian,2/15/18,CA,Male
21.0,White / Caucasian,5/3/18,WV,Male
29.0,White / Caucasian,5/27/12,OK,Female
36.0,White / Caucasian,12/12/00,NJ,Male
46.0,White / Caucasian;Hispanic / Latino,1/12/14,HI,Female
33.0,White / Caucasian,2/12/08,PA,Male
1.0,White / Caucasian;Hispanic / Latino,11/7/08,FL,Male
47.0,White / Caucasian,1/21/96,WA,Male
45.0,White / Caucasian,7/4/17,TX,Male
38.0,Hispanic / Latino,8/15/04,WI,Female
41.0,White / Caucasian,1/15/01,AR,Male
35.0,White / Caucasian,2/7/94,FL,Male
23.0,Black / African American,1/7/75,NY,Male
28.0,White / Caucasian;Hispanic / Latino,4/15/13,AZ,Male
31.0,White / Caucasian,8/3/17,MI,Male
26.0,White / Caucasian,6/26/80,FL,Male
19.0,White / Caucasian;Hispanic / Latino,5/20/17,FL,Female
75.0,White / Caucasian,7/24/88,OR,Male
60.0,White / Caucasian,4/6/17,AZ,Female
31.0,White / Caucasian;Hispanic / Latino,5/15/16,AZ,Male
33.0,White / Caucasian,7/4/85,IL,Female
18.0,Black / African American,1/11/15,OK,Male
20.0,Black / African American,12/17/93,WI,Male
24.0,White / Caucasian,5/19/15,AR,Female
45.0,White / Caucasian,4/1/09,IN,Male
5.0,Other,9/28/13,VA,Male
23.0,White / Caucasian,3/12/15,VA,Male
44.0,White / Caucasian,6/3/03,OR,Male
31.0,Black / African American,4/22/92,OR,Female
52.0,White / Caucasian,2/1/13,MI,Male
2.0,Hispanic / Latino,3/1/02,CO,Female
12.0,Hispanic / Latino,7/23/10,CO,Female
49.0,White / Caucasian,5/12/92,MN,Male
51.0,White / Caucasian,9/30/98,OR,Male
40.0,Black / African American,2/20/98,OH,Female
14.0,Black / African American,6/14/12,AL,Female
20.0,Hispanic / Latino,1/3/12,CA,Male
22.0,White / Caucasian,4/1/83,PA,Male
55.0,White / Caucasian;Hispanic / Latino,8/26/12,OR,Female
55.0,White / Caucasian,4/17/08,IN,Male
24.0,White / Caucasian;Hispanic / Latino,11/18/93,FL,Male
46.0,White / Caucasian,6/9/99,OR,Male
49.0,Native American / Alaskan Native,11/1/87,CA,Male
24.0,White / Caucasian,3/16/12,MT,Female
30.0,White / Caucasian,4/17/94,IL,Female
21.0,White / Caucasian,2/18/82,OH,Male
40.0,White / Caucasian,7/4/97,OK,Female
47.0,White / Caucasian,3/31/18,OR,Male
24.0,Hispanic / Latino,3/3/17,TN,Female
34.0,White / Caucasian,5/10/17,AZ,Female
24.0,White / Caucasian,6/2/87,WV,Female
42.0,White / Caucasian,8/3/12,MD,Female
58.0,Asian,11/22/93,NV,Female
27.0,Hispanic / Latino,8/10/11,AZ,Male
25.0,White / Caucasian,1/7/78,CA,Female
18.0,Hispanic / Latino,12/12/11,AZ,Female
22.0,White / Caucasian,6/1/73,CA,Female
52.0,White / Caucasian,9/18/11,WA,Male
34.0,White / Caucasian,9/15/11,MO,Male
64.0,Black / African American,1/7/12,MD,Male
44.0,White / Caucasian,11/4/83,WI,Female
24.0,Native American / Alaskan Native,5/22/86,MT,Female
37.0,Black / African American,9/29/80,CA,Male
72.0,White / Caucasian,2/26/86,WA,Male
66.0,White / Caucasian,3/30/08,OK,Male
28.0,White / Caucasian,10/21/68,WA,Female
27.0,White / Caucasian;Hispanic / Latino,3/31/11,NC,Male
56.0,White / Caucasian,8/4/17,OK,Female
29.0,White / Caucasian,12/19/77,AK,Male
47.0,White / Caucasian,8/2/17,TN,Male
12.0,White / Caucasian,5/21/80,CA,Female
4.0,Other,12/31/14,HI,Female
48.0,White / Caucasian,2/17/13,KY,Male
53.0,Hispanic / Latino,6/29/16,CO,Male
19.0,Hispanic / Latino,5/29/13,TX,Male
31.0,Black / African American,1/31/92,CA,Female
20.0,White / Caucasian,5/5/95,VA,Male
32.0,Black / African American,3/1/82,SC,Male
37.0,White / Caucasian,2/11/18,KY,Female
27.0,White / Caucasian,5/20/71,CA,Female
31.0,Asian,11/6/92,CA,Male
42.0,White / Caucasian,6/2/17,TN,Male
16.0,White / Caucasian,7/12/85,LA,Female
42.0,White / Caucasian,10/17/13,CA,Female
33.0,White / Caucasian,1/3/08,NH,Male
29.0,Black / African American,2/15/15,CA,Male
36.0,White / Caucasian,11/29/17,ID,Female
24.0,White / Caucasian,4/28/06,TX,Male
56.0,White / Caucasian,12/3/13,TX,Male
20.0,White / Caucasian,11/17/83,VA,Male
34.0,White / Caucasian,5/26/82,OK,Female
36.0,White / Caucasian,9/18/07,FL,Female
52.0,White / Caucasian,3/14/14,ID,Male
42.0,White / Caucasian,11/8/13,VA,Male
30.0,Black / African American,5/26/82,AL,Female
29.0,White / Caucasian,3/13/10,WA,Female
28.0,White / Caucasian,10/4/86,MI,Male
23.0,White / Caucasian,6/15/13,WY,Female
55.0,White / Caucasian,10/20/01,MI,Male
68.0,White / Caucasian,7/20/87,WA,Male
38.0,White / Caucasian,3/10/12,OR,Male
34.0,White / Caucasian,10/15/11,OK,Male
21.0,White / Caucasian,10/1/02,FL,Female
50.0,White / Caucasian,8/22/07,OH,Male
80.0,White / Caucasian,7/18/15,OK,Male
50.0,White / Caucasian,8/16/93,FL,Male
50.0,White / Caucasian,6/7/16,IN,Male
55.0,White / Caucasian,7/20/74,CA,Female
40.0,White / Caucasian,4/21/09,FL,Female
40.0,White / Caucasian,5/20/76,OH,Male
60.0,White / Caucasian,6/9/15,WA,Male
16.0,Hispanic / Latino,2/26/14,CA,Female
39.0,White / Caucasian,1/14/95,SC,Female
27.0,White / Caucasian,4/1/78,IA,Female
29.0,White / Caucasian,8/1/88,CA,Male
47.0,Black / African American,3/1/13,PA,Male
64.0,Black / African American,10/23/14,MI,Male
41.0,Black / African American,6/4/11,FL,Male
20.0,Hispanic / Latino,11/3/81,PA,Male
28.0,Hispanic / Latino,6/21/13,AZ,Male
32.0,Black / African American,10/4/03,FL,Male
39.0,Native American / Alaskan Native,4/1/07,TX,Male
48.0,White / Caucasian,6/8/13,CA,Male
48.0,White / Caucasian,6/19/15,CA,Female
37.0,White / Caucasian,9/20/14,SC,Female
42.0,White / Caucasian,6/29/09,OK,Male
49.0,White / Caucasian,8/1/74,MI,Female
4.0,White / Caucasian;Hispanic / Latino,1/26/06,UT,Male
32.0,White / Caucasian;Hispanic / Latino,6/26/93,CA,Male
37.0,White / Caucasian,1/5/12,MO,Male
16.0,Black / African American,12/5/16,GA,Female
21.0,White / Caucasian,6/25/00,PA,Female
20.0,White / Caucasian,10/19/10,SC,Male
31.0,White / Caucasian,9/11/88,TX,Male
20.0,Black / African American,9/27/97,TX,Male
25.0,White / Caucasian,11/14/89,NY,Female
36.0,White / Caucasian,1/13/85,NY,Male
58.0,Black / African American,8/1/95,CA,Male
27.0,White / Caucasian,6/8/16,WA,Female
58.0,Black / African American,3/15/17,TN,Male
24.0,White / Caucasian,3/17/14,AZ,Male
30.0,White / Caucasian;Hispanic / Latino,7/17/04,AZ,Male
63.0,White / Caucasian,5/23/15,UT,Male
33.0,White / Caucasian,5/18/13,TN,Male
26.0,White / Caucasian,5/4/79,CA,Female
35.0,White / Caucasian,11/15/11,SC,Male
46.0,White / Caucasian;Hispanic / Latino,11/28/88,FL,Male
27.0,White / Caucasian,1/10/17,KS,Male
22.0,Black / African American,6/24/17,OH,Female
79.0,White / Caucasian,11/14/17,CO,Male
3.0,Other,11/5/05,NV,Female
22.0,White / Caucasian,7/13/84,NV,Male
38.0,White / Caucasian,12/31/01,AZ,Female
76.0,White / Caucasian,5/14/95,CA,Male
82.0,White / Caucasian,6/13/11,TX,Male
51.0,Hispanic / Latino,1/26/03,CA,Female
34.0,White / Caucasian,8/20/93,CA,Male
58.0,White / Caucasian,7/4/00,TN,Male
17.0,White / Caucasian,9/1/80,TX,Female
31.0,White / Caucasian,11/14/97,CA,Male
31.0,White / Caucasian,9/12/16,OR,Male
21.0,Black / African American,10/11/16,TX,Female
33.0,White / Caucasian,8/3/16,TX,Male
51.0,White / Caucasian,9/17/16,AL,Male
24.0,White / Caucasian,2/16/95,CA,Female
29.0,White / Caucasian,3/3/15,CA,Female
72.0,White / Caucasian,1/10/94,FL,Male
2.0,White / Caucasian,3/6/12,MD,Male
56.0,White / Caucasian,1/22/15,MI,Female
64.0,Black / African American,11/29/14,TN,Male
45.0,White / Caucasian,5/23/13,MO,Female
73.0,White / Caucasian;Hispanic / Latino,2/6/13,TX,Male
38.0,White / Caucasian,5/31/76,ND,Female
41.0,White / Caucasian,12/11/02,MT,Male
16.0,White / Caucasian;Hispanic / Latino,11/8/14,TX,Male
17.0,White / Caucasian,10/1/80,CA,Female
38.0,White / Caucasian,7/26/92,WA,Female
82.0,White / Caucasian,6/26/92,NV,Male
41.0,Hispanic / Latino,1/1/12,CA,Male
37.0,White / Caucasian,6/16/96,WA,Male
22.0,White / Caucasian,10/1/73,CA,Male
24.0,White / Caucasian,5/16/95,MS,Female
24.0,Hispanic / Latino,12/29/09,AZ,Male
52.0,White / Caucasian,2/24/10,NC,Male
40.0,Hispanic / Latino,5/13/06,AZ,Male
20.0,White / Caucasian,11/5/88,WA,Male
27.0,White / Caucasian,11/29/11,OK,Male
18.0,White / Caucasian,7/10/73,WA,Male
40.0,White / Caucasian,7/15/87,FL,Female
16.0,Hispanic / Latino,5/7/18,CA,Male
30.0,White / Caucasian;Hispanic / Latino,4/26/17,TX,Male
3.0,White / Caucasian;Hispanic / Latino,1/26/11,TX,Male
20.0,Black / African American,10/25/91,TN,Female
34.0,White / Caucasian,12/31/93,OH,Female
27.0,Black / African American,3/8/04,OH,Male
17.0,Hispanic / Latino,8/1/11,AZ,Male
25.0,White / Caucasian,5/28/82,PA,Female
22.0,White / Caucasian,12/30/11,NY,Male
17.0,White / Caucasian,8/27/11,VT,Male
56.0,Black / African American,11/23/07,NJ,Male
38.0,White / Caucasian,2/6/99,OR,Male
18.0,Hispanic / Latino,10/10/15,TX,Female
64.0,Native American / Alaskan Native,6/1/09,TX,Male
50.0,White / Caucasian,12/8/14,LA,Male
30.0,Black / African American,12/16/83,OR,Male
48.0,White / Caucasian,2/15/14,WA,Female
36.0,White / Caucasian,8/16/96,IL,Male
58.0,White / Caucasian,7/4/77,MI,Female
36.0,White / Caucasian,10/12/87,NV,Male
56.0,White / Caucasian,9/12/01,NY,Female
55.0,White / Caucasian,10/4/11,SD,Female
16.0,White / Caucasian,3/27/17,FL,Female
41.0,White / Caucasian,8/28/17,MI,Female
32.0,White / Caucasian,1/1/72,CA,Male
49.0,White / Caucasian,11/3/84,FL,Male
27.0,White / Caucasian,8/6/93,IN,Male
23.0,Hispanic / Latino,11/26/01,WA,Female
60.0,White / Caucasian,11/11/86,CA,Female
60.0,White / Caucasian,2/19/17,OR,Female
44.0,White / Caucasian,1/23/17,FL,Male
34.0,White / Caucasian,7/21/06,FL,Female
51.0,White / Caucasian,3/3/17,CT,Male
25.0,White / Caucasian,2/24/85,CA,Male
24.0,Black / African American,7/30/16,FL,Male
15.0,White / Caucasian,12/5/96,CA,Male
61.0,White / Caucasian,10/6/80,MN,Female
39.0,White / Caucasian;Hispanic / Latino,5/1/08,AZ,Male
20.0,White / Caucasian;Hispanic / Latino,10/7/16,AZ,Male
28.0,Black / African American,3/20/98,MI,Female
26.0,White / Caucasian,5/8/08,MI,Female
23.0,Hispanic / Latino,9/17/10,AZ,Male
19.0,White / Caucasian,10/9/12,CO,Female
30.0,Asian,3/7/16,WA,Male
26.0,White / Caucasian,9/1/06,WV,Male
23.0,White / Caucasian,3/27/14,AZ,Male
26.0,White / Caucasian,7/1/81,MO,Female
59.0,White / Caucasian,11/10/13,PA,Male
25.0,White / Caucasian,5/1/76,MI,Male
49.0,Black / African American,8/21/10,GA,Male
64.0,White / Caucasian,5/27/08,KY,Female
37.0,White / Caucasian,9/24/11,OR,Male
17.0,Black / African American,11/3/08,MN,Male
29.0,Black / African American,9/7/06,MO,Male
54.0,White / Caucasian,11/4/04,WY,Male
0.0,Other,5/1/11,TN,Female
19.0,Hispanic / Latino,6/22/75,IL,Female
27.0,White / Caucasian;Hispanic / Latino,4/18/15,AZ,Male
27.0,White / Caucasian;Hispanic / Latino,7/13/12,AZ,Male
47.0,White / Caucasian,8/19/96,CA,Male
39.0,White / Caucasian,2/10/03,AZ,Male
51.0,Black / African American,4/12/11,AR,Male
32.0,White / Caucasian,1/31/00,UT,Male
60.0,White / Caucasian,5/14/92,CA,Male
27.0,White / Caucasian;Hispanic / Latino,4/7/89,CA,Male
27.0,White / Caucasian;Hispanic / Latino,7/3/13,AZ,Male
30.0,White / Caucasian,1/14/16,PA,Male
26.0,White / Caucasian,7/18/97,OH,Female
25.0,Black / African American,4/5/10,TN,Male
26.0,White / Caucasian,2/4/16,TX,Male
36.0,White / Caucasian,10/29/96,CA,Male
57.0,White / Caucasian,10/19/14,OH,Male
39.0,White / Caucasian,7/24/67,CO,Female
37.0,Hispanic / Latino,10/18/13,CA,Female
61.0,White / Caucasian,5/2/13,TN,Male
45.0,White / Caucasian,1/22/15,IN,Male
19.0,White / Caucasian,4/11/17,WA,Female
15.0,White / Caucasian,2/1/18,KY,Female
50.0,White / Caucasian,12/1/95,OK,Male
46.0,White / Caucasian,7/4/03,ID,Male
63.0,White / Caucasian,12/28/07,MO,Female
37.0,White / Caucasian,4/1/93,CO,Male
26.0,White / Caucasian;Hispanic / Latino,11/1/04,CA,Male
57.0,White / Caucasian,10/14/17,TN,Male
47.0,White / Caucasian,12/14/91,MI,Female
47.0,White / Caucasian,9/28/14,FL,Female
33.0,White / Caucasian,5/2/99,MO,Male
41.0,White / Caucasian,3/3/92,MI,Female
11.0,White / Caucasian,8/22/81,NM,Male
44.0,White / Caucasian;Hispanic / Latino,6/6/14,TX,Male
27.0,White / Caucasian;Hispanic / Latino,5/27/14,TX,Male
43.0,Black / African American,7/1/12,AZ,Male
28.0,White / Caucasian,6/24/15,MI,Male
23.0,White / Caucasian;Hispanic / Latino,6/15/14,TX,Male
38.0,White / Caucasian,2/1/12,MA,Female
17.0,White / Caucasian,11/25/12,KY,Female
53.0,White / Caucasian,1/3/15,FL,Male
38.0,White / Caucasian,12/28/14,AK,Male
33.0,Hispanic / Latino,12/1/01,CA,Male
21.0,Hispanic / Latino,1/7/15,CA,Female
6.0,Black / African American,5/27/14,MI,Female
26.0,Black / African American,4/25/14,MI,Male
29.0,White / Caucasian,7/30/78,MI,Male
31.0,Hispanic / Latino,7/4/08,CA,Male
42.0,Asian,3/22/91,CA,Female
44.0,White / Caucasian,11/6/02,CA,Male
45.0,White / Caucasian,2/9/78,OR,Male
35.0,White / Caucasian,6/29/07,WA,Male
46.0,White / Caucasian,6/11/12,AR,Male
65.0,White / Caucasian,9/12/13,CA,Male
52.0,White / Caucasian,11/28/96,TX,Male
41.0,White / Caucasian,12/8/13,AZ,Male
4.0,Other,1/8/13,WI,Male
19.0,Black / African American,4/4/93,GA,Male
46.0,White / Caucasian,1/30/10,GA,Female
50.0,White / Caucasian,11/30/86,WA,Male
35.0,White / Caucasian,1/1/82,WI,Female
34.0,White / Caucasian,3/1/87,OR,Male
37.0,White / Caucasian;Hispanic / Latino,10/12/12,TX,Female
36.0,White / Caucasian,7/22/14,WV,Male
18.0,White / Caucasian,7/7/07,MS,Male
26.0,White / Caucasian,2/5/80,CA,Male
51.0,White / Caucasian,2/26/05,MA,Male
23.0,Black / African American,1/25/09,GA,Male
8.0,Other,8/11/09,TN,Male
1.0,Other,4/13/09,MA,Female
22.0,Black / African American,1/3/95,IL,Male
53.0,White / Caucasian,2/7/07,FL,Male
37.0,White / Caucasian,5/1/65,TN,Male
35.0,White / Caucasian,11/18/15,MO,Male
13.0,White / Caucasian;Hispanic / Latino,11/25/15,FL,Male
32.0,White / Caucasian,1/28/98,MI,Female
48.0,White / Caucasian,4/13/08,IA,Male
36.0,Asian,9/9/99,NM,Female
24.0,Black / African American,6/5/90,FL,Female
23.0,White / Caucasian,3/30/16,OR,Female
23.0,White / Caucasian,1/20/11,MI,Female
44.0,White / Caucasian,1/1/00,MI,Female
34.0,White / Caucasian,12/6/97,AR,Female
29.0,White / Caucasian,11/4/10,AR,Male
30.0,White / Caucasian,3/4/09,AR,Male
55.0,Asian,6/2/17,TX,Female
47.0,White / Caucasian,7/29/16,TX,Male
29.0,White / Caucasian,3/26/91,TX,Female
16.0,Hispanic / Latino,8/23/16,TX,Male
14.0,White / Caucasian,6/19/16,FL,Male
31.0,White / Caucasian,1/25/85,KS,Female
34.0,Black / African American,5/16/08,CA,Female
45.0,White / Caucasian,10/25/16,TX,Male
23.0,White / Caucasian,6/2/95,AL,Male
34.0,White / Caucasian;Hispanic / Latino,5/6/16,TX,Female
47.0,White / Caucasian,5/4/91,WA,Male
28.0,Black / African American,5/14/14,NJ,Male
19.0,Hispanic / Latino,7/22/15,TX,Male
30.0,Black / African American,4/24/14,CA,Male
36.0,White / Caucasian,3/6/16,FL,Male
31.0,White / Caucasian;Hispanic / Latino,6/22/15,NV,Male
34.0,White / Caucasian,12/25/89,OR,Male
57.0,White / Caucasian,7/4/77,MI,Male
24.0,White / Caucasian;Hispanic / Latino,7/20/05,NJ,Female
48.0,White / Caucasian,6/21/05,TN,Male
28.0,White / Caucasian,1/25/82,NJ,Male
16.0,White / Caucasian,3/24/90,OR,Male
17.0,Hispanic / Latino,6/10/16,CA,Female
45.0,Black / African American,5/31/13,AR,Male
50.0,White / Caucasian;Hispanic / Latino,8/10/15,TX,Male
18.0,White / Caucasian,4/11/15,WA,Male
59.0,White / Caucasian,4/9/92,NV,Female
37.0,White / Caucasian,6/6/93,TN,Female
55.0,White / Caucasian,7/1/13,NV,Male
29.0,White / Caucasian,3/12/81,NV,Female
40.0,White / Caucasian,12/18/02,TN,Male
55.0,White / Caucasian,8/30/14,MI,Male
51.0,White / Caucasian,10/14/14,MN,Male
25.0,White / Caucasian,5/19/13,GA,Male
27.0,Black / African American,11/29/08,IL,Male
44.0,White / Caucasian;Hispanic / Latino,8/30/09,NJ,Female
24.0,White / Caucasian,11/4/97,WV,Female
24.0,White / Caucasian,4/7/94,UT,Male
26.0,White / Caucasian,11/14/17,OR,Male
29.0,White / Caucasian,6/24/81,WA,Male
56.0,White / Caucasian,5/1/03,TX,Male
20.0,Hispanic / Latino,6/15/09,AZ,Male
27.0,Native American / Alaskan Native,10/16/90,WA,Female
27.0,Other,3/1/02,CA,Male
44.0,White / Caucasian,5/7/15,TN,Male
35.0,White / Caucasian,10/6/87,VA,Male
37.0,White / Caucasian,5/22/15,OH,Female
24.0,Hispanic / Latino,8/23/16,CA,Female
36.0,White / Caucasian,10/4/89,CA,Male
43.0,Asian,3/2/15,OR,Female
35.0,White / Caucasian,6/6/00,PA,Female
40.0,Black / African American,5/18/84,CA,Male
14.0,White / Caucasian,10/11/15,WI,Female
